,new_title,topic_idx
11751,박혜진 26점…우리은행 OK저축은행 꺾고 개막 6연승,0
11752,롯데 17경기 만에 선발승…레일리 6이닝 못채워 아쉽다,0
11753,여자배구 도쿄올림픽 모의고사서 무릎…러시아에 13 석패,0
11754,2월 임시국회 개회,1
11755,여야 국회정상화 합의 진통…오후 4시 본회의 소집종합,1
11756,김지한 19득점 깜짝 활약…현대캐피탈 KB손보에 3...,0
11757,남자배구 이란과 4강전…결승 오르면 호주일본 승자와 대결,0
11758,국회의원 당선인 황영철 친박·비박 낡은 프레임 버려야,1
11759,돌아온 형님들 염기훈·이근호…부상 날린 멀티골 활약,0
11760,통일부 차관 북도발 대처위해 국민역량 결집 중요,1
11761,두산 16안타 13득점 대폭발…후랭코프 5실점 해도 6연승,0
11762,통일부 김정은 수해복구 완료안돼 현장방문 안하는 듯,1
11763,박지원 협치 불가…현 정부 임기내 개헌해야종합,1
11764,다저스 야수들 류현진 경기서 10경기 만에 실책 0,0
11765,월드컵 추가 골 어시스트한 주세종 돼지꿈 꿔주신 할머...,0
11766,정권재창출 내가 적임 여 당권주자 공약 대결,1
11767,북 인권법 오늘 발효…통일부 공동체기반조성국 신설 추진,1
11768,구자철 아우크스에서 100경기 출전…인정해주셔서 감사,0
11769,SK 문경은·오리온 추일승 감독 새해 소망은 아시안게임 우승,0
11770,몸 낮춘 안철수,1
11771,거포 타이스·아가메즈 삼성화재·우리카드 잔류 불투명,0
11772,프로배구 올해의감독 최태웅·박미희 잘싸워준 모든 팀에 감사,0
11773,홍영표 새로운 100년 준비…정쟁만 하는 낡은 정치 벗어나자,1
11774,무릎 부상 구자철 18일 시즌 아웃 여부 결정될 듯,0
11775,프로야구전망대 8연승 뒤 7연패…LG 돌파구 찾을까,0
11776,손흥민 9분 토트넘 케인 2골로 에버턴 30 완파,0
11777,프랜차이즈 최다승·두 번째 FA 앞둔 윤성환 계속 ...,0
11778,여자배구 대표팀 수석코치에 강성형 내정…라바리니 감독 보좌,0
11779,MB 보석 이어 내친김에…한국당서 박근혜 석방론 솔솔,1
11780,박대통령 주재 NSC 40분간 진행…북 수소탄 대응 논의종합2보,1
11781,스완지시티 기성용·크리스털 팰리스 이청용 출전 명단 제외,0
11782,AFC 2019 아시안컵 8강전부터 비디오판독 도입,0
11783,NBA 동부 1·2위 보스턴·토론토 나란히 연승 질주종합,0
11784,월드컵 징계 해제 정몽준 한국스웨덴전 관전…복귀...,0
11785,신영석 15점 한국 아선수권 8강 첫 경기서 대만 완...,0
11786,김성태 문재인 정권 제1야당 의원 때려잡기에 혈안,1
11787,추미애 박정부 비리조차도 창조적…불공정 한국 끝 보는 듯,1
11788,SK넥센 이틀 연속 벤치클리어링…샌즈 슬라이딩이 발단종합,0
11789,문 대통령 남북정상회의 앞두고 국무회의 주재,1
11790,외인 잔혹사 끊은 삼성 삼총사 앞세워 가을야구 도전장,0
11791,평양정상회담 박수치는 남북정상,1
11792,이동준 결승골 K리그2 부산 대전 꺾고 2연승…2위 도약,0
11793,전성현 4쿼터 3점포 3방…인삼공사 6강 PO 1차전 기선제압,0
11794,15년 전엔 선수 이젠 감독…평양 간 허재 감회 새롭네...,0
11795,22득점 나경복 이젠 지고 있어도 이길 수 있다고 생각해,0
11796,남북정상회담 정의용 국가안보실장과 인사하는 김정은,1
11797,프로축구2부 아산 부산과 공방 끝에 11 무승부,0
11798,박대통령 오후 5시 국무위원 간담회…마지막 국정당부,1
11799,월드컵 김승규·오반석 등 4명 단 1분도 뛰지 못했지만…,0
11800,프로농구전망대 1천383일만에 승률 5할 돌파…kt ...,0
11801,워싱턴 NLCS 파죽의 3연승…창단 첫 월드시리즈까지 1...,0
11802,통일부 통일농구 김정은 관전여부에 예단 어렵지만 기대,1
11803,북 김정은 예년보다 늦은 낮 12시30분 신년사 발표종합,1
11804,프로농구 LG 2년 1개월만에 DB 제압 고춧가루 팍팍,0
11805,안철수 문 호남 사과에 광주 시민들이 판단할 것,1
11806,판문점 선언 31살 나이 차 넘어 서로 예우한 남북 정상,1
11807,바른정당 전대 일정 골몰…국민의당 앞서 열듯종합,1
11808,말컹 비켜 강원의 소양강 폭격기 제리치 단숨에 득...,0
11809,월드컵 본선 격려금 16억5천만원…손흥민은 5천만원 수령,0
11810,문 대통령 워싱턴D.C. 도착,1
11811,김무성 청년 취업 가로막는 야당 심판해 달라,1
11812,넥센 이정후 왼쪽 종아리에 공 맞고 교체,0
11813,레알 마드리드 러브콜 받는 아자르 훈련 중 발목 부상,0
11814,국민은행 안덕수 감독 챔프전 멋있게 준비하겠다,0
11815,유승민 원내대표 사퇴 꼭 1년만에 박대통령과 재회,1
11816,아시안게임 김학범호 태극전사들의 반성 20명 모두 잘...,0
11817,여 박원순 국감위증 혐의 고발키로…박 시장 영광이다종합,1
11818,북한 김정은 낮 12시 30분 신년사 발표,1
11819,KBO 월드컵에도 한화 돌풍에 관중 선방…3년 연속 80...,0
11820,문 대통령 반부패는,1
11821,대통령이 질문자 직접 선택…발언권 얻으려 인형까지 등장,1
11822,당 창건일 조용한 김정은 뭘 노리나…미 대선후 도발 가능성,1
11823,인삼공사 김승기 감독 백업선수들의 열정이 승리 원동력,0
11824,박대통령 또 북주민에 메시지…김정은주민 분리전략 본격화,1
11825,10년 만의 챔프전 정상 노렸던 DB…졌지만 잘 싸웠다,0
11826,여야 원내대표 새해 첫 회동…쟁점 상임위 가동 논의,1
11827,국회 오늘 마지막 대정부질문…교육·사회·문화 분야,1
11828,청 전대 오더 주장 사실 아니고 바람직하지도 않다,1
11829,김연철 청문회…여 최고전문가 vs 야 북한 대변인종합,1
11830,호날두 1도움 포르투갈 컨페드컵서 멕시코와 22 무승부,0
11831,프로농구 전망대 우울한 오빠 문경은이상민 성탄절에...,0
11832,문대통령 오늘 뉴질랜드 총독과 환담…국빈방문 일정 돌입,1
11833,국방부 북 한미훈련 위협에 경거망동 중단하라…도발시 응징,1
11834,평양정상회담 평양 도착한 문 대통령,1
11835,그래픽 2018 아시안게임 축구 한일전 전력 비교,0
11836,인삼공사 오세근 프로농구 3라운드 MVP 선정,0
11837,친박 2보전진 위한 1보후퇴…내부 권력 분화 조짐도,1
11838,한화 송광민·김태균 벤치…넥센은 WC서 타순만 교체종합,0
11839,박대통령 대기업 지정제도 반드시 시대에 맞게 바꿔야,1
11840,문대통령 북미합의 이행 국제사회와 협력…새시대 위해 헌신속보,1
11841,월드컵 아시아 호랑이 맞을 준비 끝낸 베이스캠프,0
11842,강정호·최지만 MLB 시범경기서 나란히 2타수 무안타,0
11843,SK 최정 역대 6번째 13년 연속 두 자릿수 홈런,0
11844,국민의당 최고위원회의,1
11845,미국 언론 류현진 완벽한 모습…한 개의 볼넷도 내주지 않아,0
11846,북한 TV 북중 합작영화 평양에서의 약속 방영,1
11847,최태원 SK 회장 18년 만에 프로농구 경기장 방문종합,0
11848,4연승 현대제철 WK리그 선두 질주…수원도시공사 2위 복귀,0
11849,개성공단 중단 북한 조국평화통일위 성명 요지,1
11850,윤장현 전 광주시장 법정 출석,1
11851,여자농구 대들보 박지수 더 컸다…WNBA 공식신장 198㎝,0
11852,토론토맨 류현진 SNS로 팬들에 인사…100 다하겠다,0
11853,통일부 북한 미사일 발사에 도발 북자체에 이롭지 않아,1
11854,전문 박대통령 시정연설 예산안 관련 내용,1
11855,자유한국당 대표경선 D1…갈 길 먼 난파 보수,1
11856,김연경 12점 엑자시바시 역전패…챔프전 1승1패 원점,0
11857,남북정상회담 수행 강경화 말할 수 없이 감격스러웠다,1
11858,최순실 지원 의혹 김종 전차관 밤샘조사…검 영장 검토,1
11859,김부겸 장관 정부의 윤리적 인공지능 사용이란,1
11860,한미정상 오늘 저녁 통화 예정…북미정상회담 후속 조치 논의,1
11861,김민우 데뷔 첫 7이닝 무실점…후랭코프는 12연승종합,0
11862,벤투호 무패로 2018년 마무리할까…우즈베크와 내일 격돌,0
11863,문 대통령과 최영애 신임 국가인권위원장 웃음,1
11864,그래픽 온두라스 평가전 골장면,0
11865,허경민 역전 3루타 두산 롯데 꺾고 3연승…곽빈 데뷔...,0
11866,총리 발언 듣는 회의 참석자들,1
11867,문대통령 칠레 대통령과 정상회담…비핵화 여정 지지 당부,1
11868,KBO 비디오판독 5분 이내로 제한…투수교체 규정도 손질,0
11869,대선출마 이재오 대표 원주서 회견,1
11870,이용찬 1이닝 1실점 조기 강판…PS 개시 후 최다연속 ...,0
11871,그래픽 정부 주요 분야 정책 평가,1
11872,박대통령 반기문 총장과 파리 동시체류…조우는 불발,1
11873,이장관 강진으로 국민투표 연기할 수도…야당 일제히 반발,1
11874,북 36년만의 당대회 앞둔 70일 전투…부작용 속출,1
11875,OK저축은행·GS칼텍스 개막 후 무패행진…남녀 배구 선두 ...,0
11876,문대통령 국정지지도 60.4%…3주째 하락세리얼미터,1
11877,한미훈련에 위협수위 높이는 북…두려움·반발 복합작용,1
11878,총선 D10 충북 판세 새누리 낙관 더민주 위기감,1
11879,프로농구 인삼공사 오세근 또다시 왼쪽 발목 부상,0
11880,알투베 끝내기포 휴스턴 양키스 꺾고 WS 진출종합,0
11881,문 대통령 수석ㆍ보좌관회의 입장,1
11882,3대3농구 KOREA3X3 프리미어리그 5월 5일 개막,0
11883,청 외교비서관에 북핵단장 지낸 이도훈 대사,1
11884,정치권 신다당제로 재편…치열한 캐스팅보트 경쟁 예고,1
11885,오늘 고위 당정청회의…정기국회 중점법안·예산안 논의,1
11886,여 집권후반기 국정목표 달성 의지…적재적소 인사,1
11887,프로야구 SK 한화서 방출된 정재원 영입,0
11888,남북정상회담 군사분계선에서 만나 환송까지…미리보는 역사적 순간,1
11889,월드컵 막내 이승우의 매력…볼리비아전 여파에도 방긋방긋,0
11890,더민주 전략공천 짤박 조응천 남양주서 249표 차 신승,1
11891,부상 고려하지 않은 ZiPS 오타니 타자로 20홈런·투...,0
11892,2패 한용덕 감독 한 타자에게 피홈런 두 개 아쉬워,0
11893,15일 KBO 시범경기 모두 우천취소종합,0
11894,패스트트랙 내홍 바른미래 의총 다시 연다지만…불안한 미래종합,1
11895,아우크스부르크 구자철 베를린전 79분 활약…팀은 11 무승부,0
11896,방사청 우병우 인사개입 의혹에 청장이 이의제기…수용안돼,1
11897,군 북 청와대 타격연습에 도발 시 응징…경계태세 강화,1
11898,3년 연속 4강 진출 김승기 감독 게임이 아니라 감동,0
11899,4안타로 부활 알린 버나디나 투수 공이 정말 잘 보였다,0
11900,페널티킥 갈등 네이마르·카바니 골 앞에서 불화 끝,0
11901,추신수 3안타2볼넷…통산 13번째 5출루종합,0
11902,월드컵 신태용호 러시아에 12일 밤 입성,0
11903,일 한 백색국가 제외 법령 오늘 각의 처리 강행할 듯,1
11904,한국 이르면 14일 당협위원장 교체 발표…나경원 입장 주목종합,1
11905,제2의 김연경 꿈꾸는 특급 신인 정호영 신인왕 도...,0
11906,K리그 외국인 사령탑 모시기…전남도 감독 후보 5명 압축,0
11907,초이스 21일 만에 홈런…넥센 두산 꺾고 3연패 탈출,0
11908,게시판 KT 야구단 김진욱 감독·선수 12명 성화봉송 참여,0
11909,손흥민 프리미어리거 시즌랭킹 34위 스카이스포츠,0
11910,여자농구 박혜진·강이슬·임영희 등 18명 FA 자격 취득,0
11911,재외유권자는 훨씬 준엄했다…60%가 더민주 후보 찍어,1
11912,호날두와 4시간30분 지내는 비용은 13억3천만원,0
11913,평양정상회담 이른 새벽 문 대통령 환송하는 주민들,1
11914,국민의당 제2창당위원회 종료 기자간담회,1
11915,서울시당 창당대회 참석한 조배숙,1
11916,손흥민 22분 출전…토트넘 첼시에 21 패배종합,0
11917,한화 정우람 역대 3번째 9시즌 연속 50경기 출장 눈앞,0
11918,북 김정은 청년운동사적관 시찰…최룡해 3개월만에 수행종합,1
11919,더민주 차기 당권은…김종인 추대 vs 세대교체 충돌,1
11920,추신수 37세 생일 축포…4경기 연속 멀티 히트종합,0
11921,전차군단 독일 종료 직전 극장골…프랑스와 22 무승부,0
11922,K리그 데뷔 앞둔 이진현 유럽 경험 포항에서 발휘할 것,0
11923,박원순 검찰 이어 언론 개혁해야…확정되지 않은 사실 보도,1
11924,집권 4년차 박대통령 법안·위안부 과제안고 신년맞이,1
11925,반기문 북과 대화를 향한 길 다시 찾아야 할 것2보,1
11926,MLB 선수들 다저스·양키스 유니폼 최고,0
11927,안희정 새 지도자로 우리가 일어나야…충청대망론 가세종합,1
11928,권창훈 프랑스 리그앙 데뷔…디종은 24 역전패,0
11929,센터진 맹활약 대한항공 한국전력 꺾고 5연승 행진,0
11930,넥센 강속구 투수 소사 상대로 이택근 2번 전진배치,0
11931,방성윤 섣불렀던 은퇴 죽고 싶었지만 지금도 늦지 않았다면…,0
11932,북 테러조 10여개 중·동남아에 파견…김정은 직접 지시,1
11933,여야 이번 주 원 구성 협상 본격화…진통 불가피,1
11934,SNS돋보기 정현 테니스 4강 진출…결승 가즈아∼ 일내자,0
11935,김종민 도로공사 감독 4R 2경기서 배수의 진 치겠다,0
11936,중전문가 북한 핵무기 실전배치까지 큰 기술적 문턱 남아,1
11937,반환점 돈 EPL 중간 성적표…맨시티 A·맨유 B·토트넘 B,0
11938,정상회담 D1 김정은 비핵화 의지 합의문에 담기나,1
11939,박대통령 태극전사 선전 응원하겠다…리우올림픽 선수단 격려,1
11940,우리보다 약팀 없다…신태용호 강팀 공략할 세트피스 담금질,0
11941,신태용호 월드컵 로드맵 윤곽…6월 12일 러시아 입성,0
11942,생애 첫 태극마크 문선민·오반석 내 경쟁력 보여줄 것,0
11943,SK 힐만 감독 넥센 스피드·2스트라이크 이후 대처 좋...,0
11944,바른미래 내홍 김관영 사퇴로 일단 봉합…불씨는 여전,1
11945,대북 전문가 북 최고인민회의 6월 열릴듯…구호판 제작 지시,1
11946,얘기 나누는 장하성 정책실장과 조국 민정수석,1
11947,국민바른 통합신당 당명 공모 1위는 바른국민당,1
11948,이재영 혹사요 제가 감독이어도 저를 많이 쓰죠,0
11949,여야 국회 본회의 일정 줄다리기…추경처리 vs 국정조사,1
11950,넥센 박동원·조상우 구속영장,0
11951,새누리 전대 앞두고 조직 정비 뇌관 되나,1
11952,한화 김태균 역대 10번째 300홈런 달성,0
11953,KBO리그서 역수출 켈리 5⅓이닝 무실점 시즌 4승째,0
11954,류현진 23일 콜로라도전 등판으로 변경…ERA 1위 확정...,0
11955,최지만 마이애미전 2안타 1득점…탬파베이 5연승,0
11956,이주아 라이벌 박은진의 블로킹 의식이 되더라고요,0
11957,DB의 기둥 김주성 정규리그 우승으로 아름다운 마침표,0
11958,개성공단 중단 일격당한 김정은 어떤 행보 보일까,1
11959,기성용 전반 교체 투입 스완지시티 스토크시티 20 제압,0
11960,더민주 심야 진통 끝 필리버스터 출구 전략 극적 합의종합,1
11961,NBA 제임스 자유계약선수 시장 나왔다…차기 행선지 주목,0
11962,정상회담 D2 문대통령 일정 없이 준비 매진…잘할게요,1
11963,여야 대권ㆍ당권 주자들 개헌 구상은 제각각,1
11964,문대통령 오늘 APEC 참석차 파푸아뉴기니로…시진핑 회담 주목,1
11965,잠실만 오면 펄펄 나는 인삼공사 양희종…동료 덕분이죠,0
11966,제구 흔들 두산 선발 이용찬 조기 강판…1이닝 1실점...,0
11967,군 확성기 방송 개시 타격시 34배 응징…북도 대남경계종합2보,1
11968,프로농구 DB 어느새 6위…상범 매직 2탄 펼쳐질까,0
11969,양현종 5승째 KIA 두산 완파하고 3연승,0
11970,호날두 레알 마드리드 떠나나…이적설에 불가능한 것 없다,0
11971,문 대통령 스포츠외교무대 평창서 다자 정상외교 펼친다,1
11972,전국구스타 류현진 22서 교체…7이닝 8탈삼진 2실점...,0
11973,2주간 5경기 수원 서정원 감독 일정이 너무해,0
11974,DB의 기둥 김주성 정규리그 우승하고 처음 울었어요...,0
11975,박대통령 안종범 우병우 등 수석 일괄사표 지시…조만간 인사종합,1
11976,안철수 야권통합 제안 정면 거부…비겁한 정치공작,1
11977,손흥민 태클을 가라데킥으로 표현한 해설자에 비판여론,0
11978,새 피 수혈하고 당무감사 끝내고…총선준비 시동 건 한국당종합,1
11979,여 거세지는 중진 물갈이론…영입인사 김수현은 총선 불출마,1
11980,손흥민 한국선수 최초 시즌 10호골…위컴비 전에서 통쾌한 득점,0
11981,메이저리그 5월 홈런 역대 최다…경기당 2.68개,0
11982,여야 3당 원내대표 방미…합리적 협상 되도록 미에 의회외교종합,1
11983,민주 선대위 체제로 전환…지방선거 압승하자종합,1
11984,윤덕여호 10일 일본전서 설욕월드컵행 노린다,0
11985,남북정상 핫라인 열렸다,1
11986,챔프전 준우승 김연경 8일 귀국…VNL 3주차에 대표팀 합류,0
11987,VNL 마친 김연경 홈 2연승으로 유종의 미 거둬 기쁘다,0
11988,북미정상회담 한반도 평화구축 가속…7월 종전선언 이뤄질까,1
11989,아시안게임 라오스 야구 스리랑카에 패배…짧지만 강렬한...,0
11990,프로야구 kt 팬 페스티벌…이대은 등 신인 장기자랑,0
11991,북 새로운 병진노선 3년간 경이적 성과 이뤄 주장,1
11992,박원순 서울시장과 얘기 나누는 이낙연 총리,1
11993,한화 베테랑 투수 심수창·정재원 방출,0
11994,박지성 맨유 레전드 매치 풀타임…팀은 바르사와 22 무승부,0
11995,아시안게임 첫 경기 완승 허재 감독의 눈은 이미 단...,0
11996,박대통령 독일 연방상원의장 접견…창조경제 논의,1
11997,북 비핵화·평화 의지 신뢰 64.7% 불신 28.3%리얼미터,1
11998,한전에 진땀승 대한항공 선두로…도공 IBK 꺾고 3위...,0
11999,북최고인민회의 개최…김정은 국무위원장 추대3보,1
12000,단독북김정은금수저 탈북에 해외검열단 급파…책임자 고사총 처형종합,1
12001,기성용 뛰는 스완지시티 새 사령탑에 카르바할 선임,0
12002,민주당 자본시장활성화 특별위원회 심포지엄,1
12003,김관영 내일 탈당…이번주 더민주 이탈 현역 8명 전후,1
12004,이병완 WKBL 총재 여자농구 대표팀 선수단 격려,0
12005,박지수 WNBA 신인 드래프트 지명 후 라스베이거스로 트...,0
12006,평화 새 지도부 선출 전당대회 개막…대안세력 돼야,1
12007,바른미래 김관영 원내대표 사퇴…15일 새 원내대표 뽑는다종합2보,1
12008,남북정상회담 준비위 전체회의…고위급회담 일정 제안 논의,1
12009,정책조정회의 참석하는 홍영표,1
12010,물오른 삼성생명 선두 우리은행 11연승 저지하고 3연승,0
12011,9승 무패 두산 후랭코프 등판 때마다 승리해서 기뻐...,0
12012,프로배구 선수 꿈 이룬 알렉스 돌아가신 부모님도 기뻐했을 것,0
12013,비예나 27점 대한항공 OK저축 완파…컵대회 전승 우승,0
12014,82학번 동기 조국나경원 특감반 의혹 외나무다리서 만났다,1
12015,이대은·이학주 직접 보자…KBO 해외파 트라이아웃 실시,0
12016,이용호 국민의당 탈당…무소속 머무를 듯,1
12017,조원우 롯데 감독 8연패 원인 선발 싸움에서 밀렸다,0
12018,평양정상회담 민주당 문 대통령 평양방문 시청하며 박수,1
12019,거수 경례하는 문 대통령,1
12020,박대통령 얼마나 많이 놀라셨어요…경주 지진현장 방문종합,1
12021,한국전력 배구단 연고지는 수원광주 의향서 조건 보고 결정,0
12022,투수는 박병호와 상대 안 한다…김하성 앞에 차려진 밥상,0
12023,설명 듣는 도종환 장관,1
12024,스페인독일 UEFA U21 챔피언십 결승 맞대결,0
12025,오승환 투런포 두 방 허용…⅔이닝 4실점 부진,0
12026,순천서 9월 KOVO컵 프로배구대회…13개팀 참가,0
12027,축구와 인생에서 얻은 이영표의 깨달음,0
12028,홍윤식 청문회…총선관리·지방재정 등 정책질의 집중,1
12029,실형 이장석 전 히어로즈 대표에 KBO 상벌위 영구실격 의결,0
12030,김정은 특사단에 6개항 거론하며 어려움 잘 안다…이해한다,1
12031,문대통령 방문국 국민에 트위터 송년인사…평화의 길 함께하겠다,1
12032,여자 3대3 농구 국제대회 1314일 고양에서 개최,0
12033,여배구 대표팀 8일 아시아선수권 소집…정대영 대신 박은진,0
12034,문대통령 잘한다 78.3%로 급등…남북정상회담 효과리얼미터,1
12035,아시안컵 명단 확정…김진수 승선박주호 탈락,0
12036,월드컵 전력분석 A조 러시아·사우디·이집트·우루과이,0
12037,그래픽 북한 주요행사 및 고강도 도발 예상 시기,1
12038,NBA 토론토 개막 후 6연승…밀워키도 5전 전승,0
12039,NBA 우승 후보 휴스턴 뉴올리언스에 19점 차 완패종합,0
12040,북김정은 최고인민회의서 국무위원장 추대…유일체제 완성종합,1
12041,북 김정은 2016년 신년사 분야별 주요 내용은 뭔가,1
12042,정부 국회법으로 국정전반 청문회…업무위축 가능성 높다종합,1
12043,남북공동연락사무소 개설 위한 개보수 공사 시작…26명 방북,1
12044,야당 의원들과 만난 김동연 부총리,1
12045,100번째 등판 류현진 통증 느껴 자진 강판…1⅔이닝...,0
12046,아시안게임 김학범호 붉은 유니폼 입고 우즈베크와 8강전,0
12047,박대통령 지지도 31.4%…TK서도 부정적 평가 앞서 리얼미터,1
12048,류현진 재활 등판 없이 빅리그 복귀…이르면 밀워키전,0
12049,유례없는 강대강 대치…여야의 정치적 계산은,1
12050,프로농구 전자랜드 역대 5차전 6전 전패 이럴 수가…,0
12051,지구특공대 선발 아우크스 라이프치히와 22 무승부,0
12052,전문 41 협의체 선거법·검찰개혁법안 합의문,1
12053,김동철 문대통령 방송법 재검토 지시 경악…오만·독선,1
12054,프로배구개막 ①반갑다 V리그…12일 6개월 열전 팡파르,0
12055,아르헨 우루과이와 00 비겨…브라질 에콰도르 20 ...,0
12056,정의용 안보실장 볼턴과 한반도 평화체제 구축 방안 논의,1
12057,주거정책심의위 굳은 표정의 김현미 장관,1
12058,맨시티 웨스트브로미치 꺾고 3위 도약…챔스 직행↑,0
12059,오리온 시거스 3점슛 연속 3방…아직 적응 안 된거 알지,0
12060,프로축구2부 안양 추가시간 안산 자책골로 승리…탈꼴찌 성공,0
12061,축구 유망주 팀차붐 플러스 독일 원정대 활동 시작,0
12062,류현진 한국인 첫 MLB 올스타전 선발로 1이닝 무실점종합,0
12063,홍준표 윤석열 임명시 한국당 의원들 을돼…지도부 책임져야종합,1
12064,민주 민생에 여야 없다…2월국회 대야 설득·압박 본격화,1
12065,가빈 친정 상대로 25득점…웃은 건 박철우의 삼성화재종합,0
12066,박대통령 20대 국회 확 변모되기를 기원하겠다,1
12067,김종인 경제난 야 발목잡기 탓이라는건 정부 책임 회피,1
12068,프로축구 강원 상주 꺾고 개막 첫 3연승 질주,0
12069,북 평양 주재 외교사절에 안보리 제재 입장 설명,1
12070,박지수 WNBA 최종전서 4점·5리바운드…단일팀 합류할 듯,0
12071,베테랑 수비수 박주호 이제 30세…축구인생의 터닝포인트,0
12072,그래픽 손흥민 시즌 10ㆍ11호 골장면,0
12073,북한 장거리미사일 발사 준비중…이르면 1주일내 발사교도,1
12074,북 발사체 쏜 뒤 이란의 미사일은 방어용 주장 소개,1
12075,피츠버그 강정호 2타수 무안타…3경기 연속 침묵,0
12076,북 수소탄실험 북중관계 급랭…시진핑과 정상회담 물건너갈 듯,1
12077,개막 후 5경기째 무승 서울·대구 최악의 스타트,0
12078,한국전력 가빈 KB손보 산체스…하위권 팀의 희망으로,0
12079,남자부 MVP 정지석 대한항공에서 내년 통합우승하고 싶다,0
12080,류현진 사이영상 단독 2위로 수정…아시아 최초 1위표...,0
12081,지동원 4분 출전 아우크스부르크 함부르크에 40 완승,0
12082,농식품부 직원들과 인사하는 문 대통령,1
12083,북 김정은 군사격 타격수단 더 생산…신무기 개발의지 피력,1
12084,정의장 청문회 활성화 국회법 반발은 민주주의 원칙 훼손종합,1
12085,아시안게임 돌아온 수문장 조현우 무실점으로 금메달...,0
12086,문대통령 기자단과 산행…바쁜 상황에 기자들도 고생 많다,1
12087,한선수 올림픽 예선 준비 위해 다쳤나 봐요…몸 상태 좋아,0
12088,박대통령 여야정 협의체 만들어 소통하는 것도 방법,1
12089,류현진 복귀전서 옐리치에 연타석 솔로포 헌납…빛바랜 9K,0
12090,바른미래 내주부터 현장 최고위…첫 방문지 부산·울산,1
12091,바른미래 창원서 4·3 보선 선거대책본부 발대식,1
12092,북한서 택시기사 인기…채용시 뇌물도 RFA,1
12093,국회 9월 30일∼10월 18일 국정감사 일정 제시,1
12094,청 문재인정부 유전자에 민간인사찰 없어,1
12095,KB의 아쉬웠던 5세트…상대 호수비·불운·범실,0
12096,시카고 컵스 WS우승 주역 데이비드 로스 새 감독 내정,0
12097,북 한국전쟁 무기 생산지에 김일성ㆍ김정일 동상,1
12098,검경 수사권 조정 국회입법 험로…산넘고 물건너야종합,1
12099,아시안게임 남북단일팀 격려 행사 참가보다 경기 집중이...,0
12100,국회추천 새 총리 후보군은…여야 벌써부터 신경전,1
12101,정치권 8·15 특사 온도차…여 적극 환영 vs 야 신중론 우세,1
12102,불펜 5명 무실점 합작로맥 쐐기포…SK 삼성에 2연승,0
12103,아스널 구한 18살 은케티아…대형 스타 탄생 예고,0
12104,정의장측 국회법안 직권상정·정부마비 주장 어불성설,1
12105,문재인·손학규·박지원 호남 DJ 추모행사 나란히 참석,1
12106,MLB PS 출전 10개 팀 확정…WC 순위·최고 승률 경...,0
12107,박대통령 유연근무제 확산 위해 인프라 비용 지원 검토종합,1
12108,영상 김정은 벤츠 동승은 대북제재 위반…대정부질문 설전,1
12109,류현진 엿새 쉬고 20일 신시내티전 등판할 듯,0
12110,진영 더민주 입당 대한민국주의자로서 새 깃발,1
12111,임종석 문재인정부서 사찰행위는 존재하지 않는다종합,1
12112,김종인 더민주 최고 강경파…이정현 단식은 상상초월,1
12113,국정원 다른 나라도 북핵실험 몰라…미·중에 통보안해,1
12114,첼시 코스타 콘테 감독이 문자로 배제 통보…떠날 수밖에,0
12115,마지막 승부 힐만 감독 우승하면 어떤 말이 나올지 모...,0
12116,평양정상회담 북측 인사 영접받는 문 대통령,1
12117,과방위 파행에 KT화재 청문회 무산 위기…여야 네 탓 공방종합,1
12118,북 제재압박에 7∼9월 협상카드 내밀 가능성종합,1
12119,9연패 김철수 감독 아텀 최홍석이 큰 공격을 해준다면…,0
12120,회의자료 살펴보는 홍영표,1
12121,500경기 출전 이동국 바로 앞에 다가온 경기가 가장...,0
12122,푸홀스 개인 통산 1천993타점…라이브볼 시대 루스 ...,0
12123,중앙선대위 회의 참석하는 홍준표,1
12124,프로농구 SK 삼성 꺾고 하루 만에 공동 3위,0
12125,국민의당 당무위 아수라장…고성삿대질몸싸움속 반대파 퇴장종합,1
12126,오타비노 양키스행…더 무거워진 오승환 어깨,0
12127,탄핵안 발의 초읽기…여 비주류 공동발의 관측도,1
12128,조임명 수순 속 사법개혁 향배 주목…여 속도전에 야 반발할 듯,1
12129,북김정은 청와대 타격 전투훈련 참관…참수작전 맞대응종합2보,1
12130,축사하는 정동영 대표,1
12131,옐리치 하루에 도루 3개…MLB 첫 5030클럽에 홈런 ...,0
12132,안보리 새 대북제재 만장일치 결의…석탄·광물수출 정조준종합2보,1
12133,버튼 38점 폭발 프로농구 DB SK 꺾고 챔프전 기선제압,0
12134,한국야구 U23 세계선수권서 4위…베네수엘라에 패배,0
12135,여자프로농구 다음 시즌부터 외국인 선수 보유 1명으로 축소,0
12136,프로농구 KCC 벼랑 끝에서 SK에 반격…4강 PO 1승 2패,0
12137,정부 오늘 김영란법 논의 차관회의…결론 내릴지 주목,1
12138,박지수·쏜튼 40점 합작…KB KEB하나은행 꺾고 5승째,0
12139,여야 운영위서 소득주도성장·통계청장 교체 공방,1
12140,NHK 북 김정은 노동당 위원장 취임…당 중시 포석3보,1
12141,국민의당 마지막 최고위원회의,1
12142,신영석 복귀 현대캐피탈 5R 패배 안긴 한국전력에 설욕,0
12143,프로축구 서울·인천·상주·전남 주말 강등 탈출 전쟁,0
12144,남북정상회담 김정은 차량과 경호원,1
